2019,5
3819,11
2542,3
3413,5
577,14
3295,15
190,7
785,7
259,5
2303,1
3135,8
3794,6
143,11
2201,10
3580,16
2005,2
3985,1
3711,17
2464,2
1684,12
1507,9
1985,16
2087,11
4957,7
2194,4
2390,12
1273,6
1272,4
3574,2
5011,13
2348,3
2184,14
3261,14
4052,7
4056,10
4643,14
2847,7
1196,4
1468,5
2031,6
3998,1
1396,3
925,9
1956,7
3807,1
702,1
574,4
1682,14
1192,16
1679,17
1430,8
5011,12
1451,13
151,11
4996,16
4500,11
358,5
1398,2
511,6
1509,16
1506,3
1900,3
525,3
2858,6
2399,8
2558,10
1065,6
2181,6
1945,8
2197,5
3999,11
3848,5
883,12
4136,16
2886,17
3817,6
2766,7
2343,3
2961,1
1138,4
1106,1
3112,6
3600,1
1556,11
579,1
211,9
1914,11
2231,16
1266,5
1598,16
2348,2
4971,3
3265,5
2752,6
2031,8
92,3
2193,5
2026,6
2262,7
2528,11
1467,5
2401,13
3579,7
4605,12
3267,12
2844,15
4355,12
1488,16
5015,5
2102,8
3989,3
1906,1
3996,11
3570,12
154,11
1972,15
1963,9
209,12
3378,15
4013,5
665,13
3576,3
1564,3
1904,3
2553,3
3210,5
5006,6
2501,2
2261,5
2759,7
4043,6
1512,14
4625,16
2513,4
1162,5
3815,10
153,10
2336,17
112,4
4656,13
189,8
1255,1
1587,1
4058,16
4071,5
578,1
4695,5
124,12
4708,16
164,5
2889,7
3719,9
1427,13
1967,11
1930,12
3237,9
4038,12
1965,5
1908,11
3757,15
2923,8
2231,15
167,4
176,12
2562,12
4702,8
3854,16
1300,4
2854,6
4073,4
1821,5
1013,16
1463,16
3461,9
3631,16
2110,13
2516,11
3067,15
2530,3
1264,11
2546,12
2425,15
2180,7
1248,11
3219,10
1313,17
3311,2
1594,16
977,8
944,11
2016,13
2173,10
1954,9
3374,6
2351,2
3706,9
1586,14
1584,4
3515,5
2767,6
163,14
201,5
1279,8
401,4
313,14
3525,14
1902,3
789,15
1542,11
1572,2
2686,7
3792,9
3452,6
1263,1
3808,1
4636,16
113,12
131,4
4694,15
320,8
4521,16
2883,5
3125,7
1906,6
2189,6
573,4
2754,4
3663,13
1471,16
4631,7
1520,8
518,2
1618,11
527,9
518,6
1446,3
3800,15
265,3
2850,1
4167,13
1941,2
175,16
4174,7
3516,13
1289,13
4501,7
1525,3
117,16
2838,12
3805,12
1831,15
3635,12
1290,14
519,5
3000,6
2561,7
1027,4
2037,16
213,8
3990,15
2560,7
3991,15
510,16
3239,6
2887,16
40,6
781,4
730,5
2540,14
1283,4
1913,9
3310,15
2265,11
3852,5
1574,17
2205,12
1552,4
4432,12
3207,1
3327,9
704,16
320,7
4938,3
1668,8
2414,12
1676,3
1005,6
1926,5
3247,16
3631,15
1331,17
208,8
192,9
2025,5
2882,5
1500,15
3451,12
4902,13
3294,17
204,12
1296,11
4053,4
2389,5
2563,12
3636,12
1429,12
914,10
1137,2
3981,5
2192,3
3002,13
2397,11
303,1
1225,12
2310,5
3003,12
261,13
1396,2
157,5
3753,6
1030,11
1681,10
1448,12
831,16
1612,3
167,14
1503,16
1012,12
4227,16
1256,1
4705,11
1048,17
856,1
849,11
3574,10
2402,7
4659,1
1683,8
3114,10
3243,7
3466,7
3643,1
1416,17
2186,16
1112,12
127,8
1971,15
2053,16
1193,5
3,15
1009,5
311,14
1276,8
1291,10
1943,1
2564,16
1750,3
2307,5
4698,1
1016,14
4610,9
3529,17
3841,11
4613,17
990,3
4426,8
1104,17
2683,17
1006,1
5007,5
2538,13
4701,6
5001,4
4037,13
4054,12
1277,6
2800,2
4134,11
1952,3
2315,5
1262,11
669,1
1461,5
3530,12
2352,4
138,9
3307,17
4019,4
4012,11
1205,16
2082,4
2845,4
1494,12
1518,1
3217,2
156,6
1431,15
2541,15
1212,8
1475,15
3794,8
2355,7
2035,13
2007,1
198,9
307,16
4612,2
3120,3
976,10
454,13
2344,4
3206,1
3457,5
3797,2
3804,4
1516,17
3765,5
2456,9
5010,12
3468,6
2556,8
2751,3
2459,16
1261,1
1912,9
4073,5
4010,4
3893,9
1747,3
262,3
1191,6
2230,6
2920,12
1843,13
4576,16
133,12
676,5
241,3
1846,12
485,6
3752,1
3415,12
3317,12
2229,16
2,14
1257,5
2123,14
1142,8
1611,3
2034,13
1743,12
2525,11
1453,16
1515,3
4620,8
4210,12
5002,5
526,13
316,3
2860,15
1396,1
4652,4
4055,17
4291,14
998,12
571,6
402,1
3224,2
1167,7
3359,1
845,12
161,7
2681,4
4074,7
5007,6
351,3
4663,16
2127,17
1964,5
203,17
858,9
2854,7
2924,14
4710,13
857,12
4691,1
1231,15
1304,14
1517,4
2890,16
2341,3
4646,13
3839,10
516,15
2052,3
2692,8
271,17
1916,7
5015,6
1662,3
2684,1
3967,17
1513,6
2405,7
5005,5
155,11
4956,4
2033,7
4988,2
4661,5
3003,11
2387,3
2460,16
2963,8
3234,5
3571,14
1020,4
2013,17
835,5
4941,7
977,9
2531,12
2693,8
3764,16
3465,8
3858,12
1496,1
2595,7
4270,11
517,9
1554,14
2512,11
3207,3
662,11
1568,9
1282,12
3264,4
1044,7
4616,3
4048,15
361,9
130,1
1951,1
4025,7
3702,2
1458,15
2598,17
1252,3
3577,10
4661,14
3898,16
2753,4
1521,16
1923,15
1498,12
2760,1
3969,5
5002,1
2184,15
3331,16
3891,5
990,1
841,7
4900,17
3233,6
2222,14
3661,11
1555,14
1474,14
4664,16
4233,4
3464,11
107,7
404,10
2036,16
4688,7
3263,14
945,16
100,7
1161,4
524,17
4046,1
2234,17
2405,6
3894,9
1476,17
1663,9
855,6
3962,15
2041,6
1109,17
2221,11
1026,9
1250,12
1081,15
1576,16
3662,12
2695,15
4540,13
2314,8
3845,12
790,13
406,9
1302,2
2300,15
1226,3
3522,4
4629,8
761,2
3823,15
1560,8
2427,13
104,15
983,15
2557,4
1466,5
2021,6
3847,3
1672,2
4230,17
4713,7
2527,12
2421,17
4987,5
1194,17
4170,3
966,8
852,15
2204,7
135,3
3004,2
2008,11
4704,11
1953,15
106,2
2086,17
3306,13
3245,12
2010,4
3761,9
2849,8
1107,5
4052,8
1538,14
4385,16
4608,4
4422,3
1024,16
4017,12
2025,16
3647,3
922,15
1559,16
4230,5
1334,6
3857,8
3455,10
1312,7
3011,13
962,8
1484,17
4016,9
3964,1
2121,5
4642,3
788,16
661,7
2267,13
162,14
4958,13
197,3
762,7
4008,7
2017,5
837,15
1259,14
2690,6
1249,14
2233,8
3275,15
854,9
3831,2
1338,12
1339,8
996,6
177,14
2084,3
2765,16
268,7
2126,15
1228,10
2842,9
1315,2
4050,11
178,7
1303,14
973,14
1680,10
4039,16
3812,14
4615,3
2224,2
1457,6
4063,7
4575,12
1241,9
169,11
174,12
580,1
4168,13
1165,9
1904,12
2354,3
3215,7
5001,1
4067,8
1341,8
3836,16
3759,12
2301,17
1590,7
2863,1
2225,3
261,4
1463,15
1028,6
3573,9
700,8
2869,13
3520,2
2506,17
2596,17
1751,3
1861,16
165,12
119,11
3827,9
1978,15
4075,15
2206,4
602,7
1992,15
4693,13
301,8
5005,6
2126,16
710,5
2507,2
1314,14
168,13
2564,17
1539,15
3235,14
5013,17
184,7
2307,17
1522,2
4900,16
1423,3
1274,15
3859,12
3704,16
3664,13
3836,17
4641,9
3381,8
4937,12
4039,14
1558,8
4553,16
514,14
1449,11
3458,9
3820,6
1660,16
3066,4
2381,2
2537,13
4057,16
4195,8
1399,1
851,10
997,1
2185,14
1469,3
3665,9
1537,2
1515,11
186,11
2014,16
1991,13
3236,8
1524,15
4668,16
3319,9
3473,8
4541,5
2509,16
968,12
1530,3
2848,4
3235,4
2535,13
4609,8
200,6
3330,4
2539,13
129,11
188,8
5008,17
3840,10
2009,4
923,7
4266,1
2463,12
263,4
314,12
5008,7
529,14
3705,17
4427,16
1366,1
4606,9
4016,8
3810,1
1356,4
3703,3
4425,11
3244,8
3924,9
1613,11
4549,7
3465,7
2005,1
1166,1
1232,15
1957,11
1670,5
2852,1
1528,6
1520,6
4176,7
1269,2
701,4
4649,12
1578,8
848,5
4709,2
1589,14
4650,12
76,5
512,3
2025,15
3232,11
112,15
4002,6
5010,13
1103,5
4707,15
2881,9
1906,2
2044,15
137,14
3528,8
1546,11
1854,12
2027,6
147,16
3963,16
3843,8
4551,5
3463,11
4702,6
3855,2
1332,3
1583,6
1247,17
1687,7
5002,4
300,4
1513,8
2765,17
978,8
2519,15
4173,8
1580,7
3850,16
1675,6
1480,10
800,9
1462,8
2161,16
3820,9
4072,5
1569,15
2207,14
664,16
2844,14
4654,17
1448,3
2312,9
3314,1
195,5
1579,5
3842,12
783,4
196,15
3834,6
986,5
258,17
3380,17
3204,1
4651,12
1265,2
2347,2
1473,4
2395,5
182,12
3242,10
2311,5
1949,1
3791,3
1746,3
110,14
2315,17
3382,11
4351,2
3332,12
2527,3
2304,3
3200,11
3208,17
987,2
3519,2
1129,5
4004,1
1286,17
881,2
4049,10
3918,3
4424,6
720,13
1504,6
2524,5
1340,8
2565,10
3656,3
181,16
838,16
3833,11
3813,1
4047,5
4980,16
523,17
1021,11
3459,1
3819,3
161,6
3708,17
36,5
4653,5
2805,9
4648,6
1919,17
170,6
4647,14
199,16
3335,10
112,14
1307,17
3634,12
171,3
3360,9
1111,15
146,17
4042,4
1669,15
159,14
3380,7
4691,3
4609,9
1479,14
3851,2
1563,16
1853,7
3574,3
3521,4
1447,3
3803,12
1133,17
2691,9
980,16
3987,4
1141,5
2529,10
987,3
2198,9
3982,5
2200,10
3633,14
2508,9
1664,12
3660,10
1959,3
2397,12
1573,1
3202,4
4771,1
185,16
66,4
1969,13
2400,7
2867,8
1944,7
4381,6
3452,1
3961,2
2859,6
2685,2
152,12
4712,15
3276,15
3239,2
2129,7
2553,2
2182,5
3825,3
194,8
4429,11
2851,10
1306,2
3763,12
173,7
2505,3
3376,5
832,11
1909,14
641,3
1043,4
3644,11
792,5
2167,12
2515,1
4015,8
1140,16
3751,13
2022,14
2028,2
996,7
1577,13
118,16
1502,4
4211,8
3005,9
2383,5
840,16
5009,3
1195,4
3313,5
1977,15
3712,8
1459,12
121,7
2045,5
2854,8
1028,8
2424,7
1270,6
520,5
3642,6
1667,1
355,14
3519,6
2051,9
4421,5
1519,11
1400,8
2257,17
4039,15
4041,3
1825,10
109,3
1661,17
4618,2
3828,8
1260,12
2237,5
3706,10
267,8
3229,1
3216,12
172,16
4045,11
4550,4
2422,17
3851,3
2533,14
2306,4
1485,5
972,1
1994,16
3214,8
1850,6
361,2
1543,11
2029,17
164,4
451,11
1851,16
3220,1
1910,17
1433,17
132,4
2566,16
3358,5
3709,12
1683,9
3205,15
1508,1
705,4
123,12
1051,12
4174,8
3837,3
1337,14
1197,6
3575,16
3006,16
1968,13
3628,16
403,1
2682,6
3293,9
2884,15
2015,1
3897,12
360,17
2083,11
5004,5
1962,11
3816,6
134,1
3006,17
2866,11
4657,12
3713,17
1229,11
3372,8
1464,17
4714,6
4550,13
3139,12
2018,5
1566,14
3965,13
2696,15
3892,7
2024,1
3470,16
3513,17
3821,16
4626,10
1342,12
1343,16
3240,8
4655,14
1510,5
3654,12
1105,1
3652,3
4920,15
4606,10
4196,17
1678,17
202,15
354,9
3526,4
2006,9
1204,13
3234,15
4018,12
996,8
2014,5
732,12
1450,16
1976,17
1309,6
3315,9
1574,5
2396,15
4552,10
2462,3
1281,8
3091,1
4092,13
145,12
3366,12
315,4
2559,8
1619,8
2403,7
3231,3
1031,15
1550,12
3468,7
3523,11
3984,4
855,7
583,1
4590,8
3832,2
1491,5
1139,1
2536,16
4383,12
3653,5
3516,4
4196,5
4602,17
1571,5
4547,12
2757,13
2000,12
1911,6
1507,2
2502,6
4665,7
3644,10
3806,2
1961,14
1336,14
4579,4
3201,3
3311,8
3894,2
1950,6
974,13
1254,10
214,16
3826,5
1584,14
2016,14
3809,13
3811,13
1557,2
1301,12
114,5
4139,14
1082,17
2081,5
3469,12
979,7
122,12
4228,5
3853,14
2023,14
3203,2
4061,6
1753,7
521,6
183,13
3701,9
1841,17
212,17
198,10
1280,1
1686,14
1333,3
2522,17
4919,12
2002,16
3760,1
3316,12
2020,7
3334,7
112,17
1745,11
2349,2
2855,12
2089,13
2870,7
3368,16
4546,14
2861,16
4699,3
4423,3
4662,11
2864,7
3796,5
1478,16
112,16
1548,12
1514,14
3328,1
1454,14
787,5
649,16
2122,4
3659,10
2043,4
2511,8
786,4
4300,4
2026,7
1917,13
4205,8
1061,4
846,6
2195,3
4545,14
3802,13
3978,7
2555,6
4607,13
4916,4
1570,3
4001,15
1403,16
255,7
147,17
3648,3
108,1
148,15
1614,11
957,6
3111,9
2601,11
3311,9
3356,14
956,9
2591,15
2543,15
3518,2
3527,11
1477,4
770,3
2301,5
481,14
3227,15
2503,8
3959,1
1505,10
3995,13
1616,12
4627,9
5013,7
5003,1
2556,7
4940,3
1800,13
2841,1
149,3
663,13
2688,6
4661,15
4700,3
4431,9
1581,15
2500,14
1947,2
1055,11
2554,1
3209,1
3237,8
703,7
2263,16
4703,1
3241,10
3517,12
2095,7
1489,16
1100,5
4667,16
1979,6
128,4
3041,2
844,17
2601,10
3966,7
3750,1
304,1
2223,15
2891,5
4918,17
601,3
731,8
1440,1
3843,7
3383,16
1498,3
3306,14
4131,2
4430,17
836,14
2190,6
853,5
2124,6
2461,17
193,11
3762,10
3578,9
2268,16
1359,12
3211,11
4697,7
2689,3
2196,4
834,16
1479,15
4231,6
3462,10
1740,7
1688,15
4044,17
3450,13
3373,8
3456,2
4011,4
1486,11
1563,15
1553,16
3520,3
1271,3
4049,3
218,13
1752,6
2510,1
3759,3
1613,3
4548,12
1143,7
1966,17
2694,15
216,4
4101,11
1318,17
4696,10
3511,2
1677,10
3902,12
943,5
5003,5
3132,4
1526,1
309,7
2576,8
1671,16
4645,13
205,5
2090,3
351,2
969,8
1618,12
3460,9
529,15
3467,12
4006,8
160,12
1523,4
2199,9
4625,17
1251,17
352,5
5004,1
405,17
3268,12
305,4
257,3
4428,16
3655,5
1852,12
1544,11
3991,14
2350,14
4604,11
4619,15
321,16
1029,1
3212,8
517,8
323,17
3361,12
3795,6
3707,13
1487,15
850,8
4232,7
4574,5
4633,12
2520,9
3218,7
2602,13
21,6
512,2
2384,11
1541,9
1958,14
2187,14
911,14
2888,16
1900,1
359,5
1230,12
3921,2
3333,12
4623,4
111,16
4051,15
2353,10
3213,8
2552,1
3375,12
3324,17
3820,2
5001,3
1522,3
2313,11
3644,3
1915,6
3770,16
4381,7
4384,15
140,17
1482,8
967,3
782,5
1401,16
4692,6
139,5
2394,3
1346,14
452,14
2922,6
1516,5
3051,5
3320,14
1481,8
926,10
1404,12
1304,15
2226,16
2003,1
4693,12
3856,7
2574,8
1311,13
600,17
2881,2
522,16
2342,6
142,9
4939,6
581,15
1536,2
1427,14
1907,6
4229,1
3822,17
310,14
3650,3
1058,1
39,1
582,5
4720,4
187,17
2346,16
2398,8
1551,12
3113,4
453,3
3514,5
970,15
2208,16
1533,1
3632,3
971,11
1955,3
965,7
572,5
4636,17
4481,12
144,9
483,5
2523,4
3983,1
1637,16
842,6
